Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Unit_Price,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country,Customer_Name,Customer_Phone,Customer_Email,Customer_Address,Product_List_Title
949,2020-01-03 23:08:06.486486486,1098,534,3,51.43703526764655,,0.1,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Cash,True,East,Canada,Customer 949,+1-444-859-6828,customer.949.67@demo.com,"258 Third St, Chicago, USA",Product 11
793,2020-01-03 09:04:51.891891891,1086,536,8,446.300663437471,4119.042527723012,0.1,Online,Medium,WH-2,2-Day,Cancelled,Satisfied,True,Not Specified,Credit Card,False,West,Mexico,Customer 793,+1-131-747-9951,customer.793.71@demo.com,"201 Third St, Houston, USA",Product 53
878,2020-01-01 19:27:34.054054054,1079,544,4,,2182.281426274253,0.1,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Credit Card,True,West,USA,Customer 878,+1-222-973-4683,customer.878.31@example.com,"181 Fourth St, Phoenix, USA",Product 82
973,2020-01-09 07:21:04.864864864,1028,535,6,427.7482364105255,,,Direct,Medium,WH-3,Regular,Backorder,Satisfied,False,Late,Wire Transfer,False,East,Canada,Customer 973,+1-117-914-5509,customer.973.8@example.com,"959 Second St, Phoenix, USA",Product 75
836,2020-01-01 15:47:01.621621621,1042,524,1,101.98397878920352,8471.892776672148,,Online,Medium,WH-1,Overnight,Cancelled,Neutral,False,,Cash,False,South,Canada,Customer 836,+1-488-180-5497,customer.836.33@sample.com,"483 Main St, New York, USA",Product 78
579,2020-01-01 00:51:53.513513513,1008,504,3,142.69510073811657,3286.8575036895936,,Direct,High,WH-3,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,South,Mexico,Customer 579,+1-242-131-5364,customer.579.49@example.com,"459 Fourth St, Chicago, USA",Product 48
648,2020-01-09 18:22:42.162162162,1087,511,6,396.75349567664597,7155.80921574729,0.05,Reseller,Medium,WH-1,2-Day,Backorder,Neutral,False,Late,Credit Card,True,East,USA,Customer 648,+1-968-116-6413,customer.648.5@sample.com,"849 Third St, Los Angeles, USA",Product 29
60,2020-01-08 08:51:53.513513513,1065,534,1,36.62269706322287,5923.335459975025,0.1,Partner,High,WH-2,Express,Delivered,Satisfied,False,Damaged,PayPal,False,South,USA,Customer 60,+1-715-728-7613,customer.60.80@sample.com,"989 Second St, Los Angeles, USA",Product 1
371,2020-01-03 06:42:09.729729729,1051,528,6,367.3789491031182,560.6009123626114,,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,South,USA,Customer 371,+1-683-387-5426,customer.371.32@sample.com,"473 Second St, Phoenix, USA",Product 14
564,2020-01-06 03:01:37.297297297,1055,510,1,222.8576263132388,6806.332511100889,,Online,High,WH-1,Regular,Delivered,Satisfied,False,,PayPal,False,North,Canada,Customer 564,+1-898-822-4091,customer.564.64@sample.com,"255 Fourth St, New York, USA",Product 76
193,2020-01-05 03:27:34.054054054,1064,525,8,471.934916356115,,0.1,Direct,High,WH-2,Overnight,Delivered,Satisfied,True,Damaged,Wire Transfer,False,South,Mexico,Customer 193,+1-786-612-4037,customer.193.23@sample.com,"763 Second St, Chicago, USA",Product 11
956,2020-01-07 00:12:58.378378378,1005,502,9,444.185783303472,1765.2301938414723,,Reseller,High,WH-3,Regular,Backorder,Neutral,False,Wrong Item,Cash,True,East,Mexico,Customer 956,+1-389-902-9425,customer.956.10@demo.com,"241 Third St, Houston, USA",Product 59
650,2020-01-01 14:42:09.729729729,1081,508,8,457.75633749789705,8792.164504873814,0.1,Reseller,Critical,WH-2,Overnight,Backorder,Neutral,False,Wrong Item,Wire Transfer,False,East,Mexico,Customer 650,+1-318-333-2925,customer.650.98@example.com,"595 Fourth St, Phoenix, USA",Product 84
674,2020-01-08 05:11:21.081081081,1034,515,6,67.60013707360778,8290.641269528669,0.05,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Wrong Item,Credit Card,True,South,Mexico,Customer 674,+1-480-724-6171,customer.674.23@example.com,"701 Fourth St, Phoenix, USA",Product 79
791,2020-01-09 05:37:17.837837837,1026,518,6,,4678.628577281432,0.15,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,False,West,Mexico,Customer 791,+1-821-397-4354,customer.791.84@demo.com,"511 Fourth St, Chicago, USA",Product 35
729,2020-01-06 10:35:40.540540540,1081,526,6,134.1034679261304,6663.271168514167,0.2,Partner,Medium,WH-2,Express,Backorder,Unsatisfied,False,Not Specified,Cash,True,East,USA,Customer 729,+1-445-731-3945,customer.729.2@example.com,"100 Main St, Chicago, USA",Product 73
750,2020-01-04 12:58:22.702702702,1094,507,5,439.9017220350909,1253.1627039963216,,Reseller,High,WH-2,Express,Pending,Unsatisfied,False,Not Specified,Credit Card,True,North,USA,Customer 750,+1-942-195-9036,customer.750.78@sample.com,"946 Second St, Houston, USA",Product 22
67,2020-01-06 09:43:47.027027027,1047,522,7,356.41847885330094,9307.67592771227,0.1,Online,High,WH-2,Overnight,Delivered,Satisfied,False,Not Specified,PayPal,False,North,USA,Customer 67,+1-424-766-6718,customer.67.85@example.com,"793 Fourth St, New York, USA",Product 16
679,2020-01-06 22:16:12.972972973,1087,548,8,,3423.8236002849167,0.1,Partner,Low,WH-3,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,South,Mexico,Customer 679,+1-105-341-1978,customer.679.83@sample.com,"981 Second St, New York, USA",Product 67
690,2020-01-05 11:14:35.675675675,1053,543,6,307.79881471686974,5786.414054813809,,Partner,Critical,WH-1,Express,Pending,Neutral,False,Wrong Item,PayPal,False,East,Canada,Customer 690,+1-788-556-7844,customer.690.52@example.com,"557 Third St, Chicago, USA",Product 90
742,2020-01-01 16:00:00.000000000,1043,549,9,442.45433961845015,1056.3704002030718,0.2,Partner,Critical,WH-2,Express,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada,Customer 742,+1-294-368-4090,customer.742.67@sample.com,"764 Fourth St, Phoenix, USA",Product 78
863,2020-01-06 21:50:16.216216216,1065,549,6,376.61011690393474,9900.300667151063,0.15,Online,Critical,WH-3,Regular,Delivered,Satisfied,True,,Cash,True,East,Mexico,Customer 863,+1-292-780-1915,customer.863.16@example.com,"487 Park Ave, New York, USA",Product 40
855,2020-01-04 19:01:37.297297297,1057,508,5,414.45367542073456,3317.8185804923846,0.2,Reseller,Low,WH-2,2-Day,Backorder,Unsatisfied,True,Damaged,Credit Card,False,South,USA,Customer 855,+1-943-350-8975,customer.855.97@demo.com,"589 Third St, Chicago, USA",Product 51
433,2020-01-09 14:16:12.972972973,1072,506,6,198.3339688768261,,,Partner,Low,WH-1,2-Day,Backorder,Satisfied,False,Damaged,PayPal,True,South,Canada,Customer 433,+1-173-353-4089,customer.433.25@demo.com,"33 Park Ave, Phoenix, USA",Product 40
141,2020-01-01 13:24:19.459459459,1022,547,9,17.199760440927385,,0.2,Online,Critical,WH-1,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico,Customer 141,+1-918-690-1443,customer.141.22@example.com,"825 Second St, New York, USA",Product 28
859,2020-01-04 06:42:09.729729729,1030,541,4,42.95539784401025,1671.195903339995,0.2,Online,High,WH-2,2-Day,Cancelled,Unsatisfied,False,,PayPal,True,South,USA,Customer 859,+1-581-949-6073,customer.859.76@demo.com,"668 Second St, Los Angeles, USA",Product 12
147,2020-01-04 18:22:42.162162162,1090,519,8,251.50364637924883,1128.5692939271844,,Online,Low,WH-3,Regular,Backorder,Unsatisfied,True,Damaged,Credit Card,True,North,Canada,Customer 147,+1-683-318-3953,customer.147.83@sample.com,"574 Park Ave, Phoenix, USA",Product 66
860,2020-01-08 11:53:30.810810810,1025,539,6,56.50978904261816,5426.336042324472,0.1,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Damaged,Cash,False,East,USA,Customer 860,+1-613-420-6416,customer.860.54@demo.com,"358 Park Ave, Los Angeles, USA",Product 5
303,2020-01-03 05:11:21.081081081,1084,507,3,292.79006715877716,2031.5787137636644,0.2,Partner,Critical,WH-2,2-Day,Delivered,Satisfied,True,Late,PayPal,False,West,Canada,Customer 303,+1-877-828-3478,customer.303.36@example.com,"856 Fourth St, Phoenix, USA",Product 93
119,2020-01-04 00:51:53.513513513,1016,539,1,,5343.613090729348,0.2,Reseller,Low,WH-2,2-Day,Backorder,Satisfied,False,Late,PayPal,False,North,Mexico,Customer 119,+1-552-518-4656,customer.119.30@sample.com,"584 Main St, Chicago, USA",Product 93
490,2020-01-09 08:25:56.756756756,1025,506,8,214.98359341011727,3071.117448826774,0.15,Reseller,Critical,WH-2,Regular,Backorder,Neutral,False,,Cash,False,East,USA,Customer 490,+1-797-825-1305,customer.490.49@sample.com,"331 Main St, Chicago, USA",Product 90
97,2020-01-05 06:55:08.108108108,1029,507,3,475.87862678835563,3268.8786781910417,0.15,Direct,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada,Customer 97,+1-651-546-6758,customer.97.59@sample.com,"603 Park Ave, Houston, USA",Product 99
216,2020-01-01 18:22:42.162162162,1040,508,6,446.16915732404715,3750.0223982041434,0.05,Reseller,Critical,WH-1,Regular,Pending,Unsatisfied,True,Late,Cash,False,North,Mexico,Customer 216,+1-828-495-6620,customer.216.83@example.com,"964 Main St, Phoenix, USA",Product 38
872,2020-01-04 17:30:48.648648648,1062,508,2,186.6091452993282,6597.285409613636,0.2,Direct,Critical,WH-3,Regular,Pending,Satisfied,False,Damaged,Credit Card,True,East,USA,Customer 872,+1-755-283-4116,customer.872.70@sample.com,"673 Fourth St, Los Angeles, USA",Product 22
858,2020-01-05 11:01:37.297297297,1010,506,3,292.5841754403006,1705.9719306722404,0.05,Partner,Critical,WH-2,Regular,Delivered,Unsatisfied,True,,PayPal,False,East,Canada,Customer 858,+1-960-594-9813,customer.858.35@demo.com,"546 Main St, Phoenix, USA",Product 34
662,2020-01-05 22:55:08.108108108,1029,502,5,430.8202178723958,9653.059501006112,0.2,Online,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,PayPal,True,South,USA,Customer 662,+1-649-417-5629,customer.662.82@example.com,"655 Main St, Los Angeles, USA",Product 6
347,2020-01-05 22:55:08.108108108,1062,532,1,407.33050469388,6483.296217129723,,Reseller,Medium,WH-2,Express,Cancelled,Satisfied,True,Damaged,Wire Transfer,False,South,USA,Customer 347,+1-783-898-7262,customer.347.46@example.com,"500 Fourth St, New York, USA",Product 78
479,2020-01-05 11:14:35.675675675,1047,537,2,,,0.1,Online,Critical,WH-1,Express,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA,Customer 479,+1-712-285-9117,customer.479.89@demo.com,"954 Main St, New York, USA",Product 45
352,2020-01-09 21:24:19.459459459,1018,528,4,330.7788365643177,4570.350086563557,,Online,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Credit Card,True,North,Canada,Customer 352,+1-769-944-1684,customer.352.24@demo.com,"984 Park Ave, Phoenix, USA",Product 12
28,2020-01-04 11:14:35.675675675,1005,531,2,,8690.928249752793,,Reseller,High,WH-1,Regular,Backorder,Neutral,True,Damaged,Credit Card,True,West,USA,Customer 28,+1-932-601-2825,customer.28.62@sample.com,"774 Third St, New York, USA",Product 74
214,2020-01-07 06:55:08.108108108,1034,513,7,152.347207778996,2310.7934142072727,0.05,Partner,Critical,WH-1,2-Day,Backorder,Neutral,False,Damaged,Credit Card,True,North,USA,Customer 214,+1-377-793-7659,customer.214.56@example.com,"877 Third St, Houston, USA",Product 46
752,2020-01-05 02:35:40.540540540,1012,501,7,275.462872491106,9126.176181505793,0.05,Partner,Critical,WH-2,Express,Pending,Unsatisfied,False,Damaged,Credit Card,False,North,USA,Customer 752,+1-101-311-5675,customer.752.81@sample.com,"685 Third St, Chicago, USA",Product 73
173,2020-01-09 15:34:03.243243243,1056,529,4,10.663276600579396,,0.2,Partner,Low,WH-2,Overnight,Cancelled,Satisfied,True,Not Specified,Wire Transfer,True,North,Canada,Customer 173,+1-609-475-1473,customer.173.64@example.com,"403 Main St, Los Angeles, USA",Product 76
258,2020-01-07 03:40:32.432432432,1006,533,6,103.15274839402653,,,Online,Low,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,False,East,Canada,Customer 258,+1-842-325-7566,customer.258.22@sample.com,"409 Main St, Chicago, USA",Product 55
199,2020-01-06 01:43:47.027027027,1017,520,5,189.18356664807195,9091.417862441644,0.1,Reseller,Critical,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,South,Canada,Customer 199,+1-820-444-8101,customer.199.81@demo.com,"734 Third St, Los Angeles, USA",Product 48
325,2020-01-02 16:12:58.378378378,1076,545,4,263.18220876087116,4425.138913473335,0.2,Direct,Medium,WH-2,Overnight,Backorder,Satisfied,True,Damaged,Wire Transfer,False,South,USA,Customer 325,+1-555-498-6350,customer.325.39@sample.com,"114 Park Ave, Los Angeles, USA",Product 52
164,2020-01-06 03:53:30.810810810,1081,515,1,405.50621330879244,8906.12361811204,,Partner,Critical,WH-3,Express,Delivered,Unsatisfied,False,Late,PayPal,False,North,Canada,Customer 164,+1-210-857-1282,customer.164.29@example.com,"124 Fourth St, New York, USA",Product 60
935,2020-01-03 17:43:47.027027027,1013,521,3,480.85087199512407,4474.700567094169,0.05,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Late,Wire Transfer,False,North,Canada,Customer 935,+1-890-416-2502,customer.935.91@example.com,"806 Fourth St, Houston, USA",Product 62
657,2020-01-09 04:58:22.702702702,1073,503,5,60.258301665959,4708.820210207385,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,True,East,Mexico,Customer 657,+1-703-205-1477,customer.657.29@example.com,"903 Park Ave, Chicago, USA",Product 31
464,2020-01-05 14:29:11.351351351,1001,501,8,418.0868846262528,,,Online,Critical,WH-2,Express,Cancelled,Neutral,True,Damaged,Credit Card,False,East,Mexico,Customer 464,+1-170-372-2210,customer.464.2@sample.com,"617 Second St, Chicago, USA",Product 10
442,2020-01-04 06:42:09.729729729,1082,505,2,410.39278958763674,2647.7511746003456,,Partner,Medium,WH-2,Express,Cancelled,Unsatisfied,True,,Credit Card,True,North,Mexico,Customer 442,+1-168-615-4563,customer.442.21@example.com,"975 Main St, New York, USA",Product 24
524,2020-01-05 06:55:08.108108108,1020,550,5,141.02699365019524,1477.004625496029,0.2,Online,Medium,WH-2,Overnight,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,True,South,Mexico,Customer 524,+1-789-676-6499,customer.524.10@demo.com,"634 Second St, New York, USA",Product 74
994,2020-01-09 06:55:08.108108108,1080,514,1,73.54269932987532,6085.920479906411,0.15,Reseller,Medium,WH-1,Regular,Delivered,Neutral,False,Not Specified,Credit Card,False,East,Canada,Customer 994,+1-109-219-8802,customer.994.95@sample.com,"642 Third St, Houston, USA",Product 50
205,2020-01-03 01:43:47.027027027,1013,560,7,293.3662157159767,6803.474142177796,,Reseller,Medium,WH-3,Overnight,Pending,Neutral,True,Wrong Item,Wire Transfer,False,West,USA,Customer 205,+1-628-933-2315,customer.205.80@demo.com,"614 Main St, Phoenix, USA",Product 92
971,2020-01-07 15:47:01.621621621,1048,555,6,487.9181354047446,1368.5089222628126,0.15,Direct,High,WH-1,Express,Pending,Neutral,True,Damaged,Cash,False,West,Mexico,Customer 971,+1-386-985-2539,customer.971.17@demo.com,"593 Second St, Phoenix, USA",Product 45
137,2020-01-04 02:09:43.783783783,1082,556,7,64.64098403742543,8113.734874118059,0.1,Reseller,Medium,WH-3,Express,Backorder,Satisfied,False,,Credit Card,False,West,Mexico,Customer 137,+1-884-135-4545,customer.137.8@example.com,"438 Main St, Los Angeles, USA",Product 61
232,2020-01-06 18:09:43.783783783,1021,541,3,235.23578649730402,7463.50101861492,0.15,Online,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,True,North,Canada,Customer 232,+1-340-590-5297,customer.232.56@sample.com,"409 Fourth St, Houston, USA",Product 20
6,2020-01-01 15:21:04.864864864,1049,553,3,209.6960852058911,5103.110953260103,0.05,Direct,Medium,WH-1,Express,Delivered,Satisfied,True,Wrong Item,Wire Transfer,True,West,USA,Customer 6,+1-395-183-6134,customer.6.28@sample.com,"825 Main St, Chicago, USA",Product 69
116,2020-01-07 12:32:25.945945946,1080,535,8,426.67052054874875,5350.517195865819,,Direct,Critical,WH-2,Regular,Cancelled,Satisfied,False,Not Specified,Cash,True,East,Canada,Customer 116,+1-942-543-7496,customer.116.38@demo.com,"932 Second St, New York, USA",Product 60
295,2020-01-06 17:43:47.027027027,1005,512,7,496.6949575572524,9359.271344983465,0.05,Online,High,WH-3,Express,Delivered,Neutral,False,Late,PayPal,False,West,Canada,Customer 295,+1-918-398-1751,customer.295.44@demo.com,"31 Fourth St, Houston, USA",Product 35
995,2020-01-05 01:04:51.891891891,1040,506,5,135.66689989821532,4551.747598797681,0.15,Direct,High,WH-1,Regular,Pending,Unsatisfied,False,Damaged,Credit Card,True,East,Canada,Customer 995,+1-346-459-5868,customer.995.63@sample.com,"527 Park Ave, New York, USA",Product 28
376,2020-01-01 01:43:47.027027027,1067,550,6,425.7284357543571,3785.157934899037,0.05,Partner,Low,WH-3,Overnight,Cancelled,Neutral,False,,PayPal,True,West,Mexico,Customer 376,+1-358-342-2119,customer.376.63@example.com,"770 Third St, Chicago, USA",Product 34
441,2020-01-03 01:30:48.648648648,1062,537,2,,2631.0263091084994,0.1,Direct,Low,WH-2,Regular,Backorder,Satisfied,True,Damaged,Cash,False,North,Canada,Customer 441,+1-303-124-6672,customer.441.15@example.com,"144 Fourth St, Phoenix, USA",Product 14
470,2020-01-01 09:43:47.027027027,1087,501,8,150.94003723140233,4223.1503479671355,0.1,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Cash,True,East,Mexico,Customer 470,+1-762-807-6012,customer.470.99@example.com,"878 Fourth St, Houston, USA",Product 79
13,2020-01-03 23:21:04.864864864,1059,505,6,45.43507287638992,1868.7484671253958,0.05,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Credit Card,True,East,Mexico,Customer 13,+1-169-417-1375,customer.13.62@sample.com,"588 Park Ave, Chicago, USA",Product 81
494,2020-01-03 21:37:17.837837837,1002,550,2,145.39636314826828,9889.99944265307,0.2,Partner,High,WH-3,Express,Cancelled,Satisfied,True,Late,Credit Card,True,South,USA,Customer 494,+1-867-655-9258,customer.494.92@example.com,"42 Third St, Chicago, USA",Product 4
326,2020-01-03 22:16:12.972972973,1099,551,4,381.80036434108933,6920.317788488699,0.1,Reseller,High,WH-1,Express,Delivered,Neutral,False,Late,Credit Card,False,South,USA,Customer 326,+1-633-501-4663,customer.326.26@example.com,"224 Third St, Houston, USA",Product 82
469,2020-01-05 06:55:08.108108108,1054,512,3,278.9407458879044,,0.05,Partner,Low,WH-2,Overnight,Backorder,Unsatisfied,False,,Cash,True,East,Mexico,Customer 469,+1-402-504-4859,customer.469.52@sample.com,"599 Second St, New York, USA",Product 94
552,2020-01-08 04:45:24.324324324,1078,532,3,,9324.165723532873,0.2,Direct,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,False,South,Canada,Customer 552,+1-975-340-5230,customer.552.74@sample.com,"410 Main St, Houston, USA",Product 96
708,2020-01-08 12:19:27.567567567,1029,514,8,319.3952713970044,9708.557216699699,,Direct,Critical,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Wire Transfer,False,East,Canada,Customer 708,+1-685-917-7013,customer.708.69@demo.com,"900 Third St, New York, USA",Product 53
415,2020-01-09 23:08:06.486486486,1047,514,2,367.2007202113501,9301.406080583756,0.1,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,Mexico,Customer 415,+1-567-800-1944,customer.415.29@sample.com,"208 Second St, New York, USA",Product 5
568,2020-01-07 03:14:35.675675675,1074,517,3,310.5129255948157,5980.37141245648,0.15,Direct,High,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,Mexico,Customer 568,+1-279-774-6833,customer.568.12@example.com,"203 Second St, Chicago, USA",Product 38
576,2020-01-01 11:14:35.675675675,1050,508,8,16.735321465559174,4362.610104914987,0.05,Online,Critical,WH-1,Regular,Cancelled,Satisfied,True,Wrong Item,PayPal,False,South,Canada,Customer 576,+1-349-545-8097,customer.576.61@demo.com,"910 Park Ave, Chicago, USA",Product 97
207,2020-01-06 21:24:19.459459459,1025,554,1,407.45064726740077,4322.859463343461,0.2,Reseller,High,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,True,North,Canada,Customer 207,+1-115-625-2359,customer.207.6@demo.com,"428 Third St, Chicago, USA",Product 18
596,2020-01-01 22:42:09.729729729,1088,533,1,371.57952274347247,3573.5389186121697,0.05,Online,High,WH-3,Regular,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,North,Mexico,Customer 596,+1-125-672-7654,customer.596.32@sample.com,"841 Third St, New York, USA",Product 82
171,2020-01-09 21:11:21.081081081,1079,525,3,180.56684065246117,7209.33854427499,0.05,Partner,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,False,West,USA,Customer 171,+1-343-905-1037,customer.171.51@sample.com,"22 Second St, Los Angeles, USA",Product 88
944,2020-01-06 21:37:17.837837837,1092,553,7,300.491688448974,,,Partner,Medium,WH-2,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,North,Canada,Customer 944,+1-194-865-9576,customer.944.64@sample.com,"670 Main St, Los Angeles, USA",Product 80
772,2020-01-02 22:42:09.729729729,1087,558,1,14.098204119659979,8813.769376900946,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,East,USA,Customer 772,+1-487-391-1832,customer.772.79@demo.com,"436 Park Ave, Los Angeles, USA",Product 37
11,2020-01-05 04:45:24.324324324,1089,560,2,406.03525290451887,6016.641303265707,0.1,Partner,Low,WH-3,Express,Delivered,Neutral,False,Damaged,Wire Transfer,True,North,USA,Customer 11,+1-791-562-1012,customer.11.14@demo.com,"361 Main St, Phoenix, USA",Product 96
465,2020-01-01 03:27:34.054054054,1046,505,1,453.98265963581764,3930.2099002398536,0.15,Online,Critical,WH-2,Express,Backorder,Unsatisfied,False,Damaged,PayPal,False,West,Mexico,Customer 465,+1-102-384-5117,customer.465.37@sample.com,"182 Second St, Phoenix, USA",Product 74
563,2020-01-03 19:40:32.432432432,1029,543,3,136.76870465616605,3311.354279647853,0.15,Online,High,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,True,East,Canada,Customer 563,+1-359-230-1797,customer.563.59@sample.com,"327 Second St, Los Angeles, USA",Product 10
652,2020-01-01 20:06:29.189189189,1014,514,1,170.10384559472,7437.3673005309265,0.1,Reseller,Low,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Cash,False,North,Mexico,Customer 652,+1-540-211-9181,customer.652.52@demo.com,"760 Fourth St, Houston, USA",Product 96
206,2020-01-07 17:43:47.027027027,1084,522,7,82.01172769822274,4406.376144384185,,Direct,High,WH-1,Regular,Delivered,Satisfied,False,Damaged,Cash,True,West,Mexico,Customer 206,+1-173-874-9675,customer.206.24@sample.com,"582 Second St, New York, USA",Product 36
699,2020-01-07 01:43:47.027027027,1046,511,8,213.72980072642775,6918.797570967194,0.1,Partner,Medium,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,False,North,USA,Customer 699,+1-578-471-7407,customer.699.59@example.com,"89 Fourth St, Phoenix, USA",Product 61
19,2020-01-06 23:21:04.864864864,1099,531,3,399.31261680046686,3411.402946406793,0.2,Reseller,High,WH-1,Regular,Pending,Neutral,False,Late,Credit Card,False,North,Canada,Customer 19,+1-755-166-5016,customer.19.47@example.com,"847 Main St, Los Angeles, USA",Product 15
530,2020-01-09 06:55:08.108108108,1071,547,4,308.90363436894796,6926.595620445742,,Direct,High,WH-2,Express,Pending,Unsatisfied,False,Wrong Item,PayPal,True,North,Mexico,Customer 530,+1-923-333-9793,customer.530.58@example.com,"886 Main St, Los Angeles, USA",Product 42
350,2020-01-06 18:22:42.162162162,1042,559,4,349.87284816215964,5547.293174333853,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Not Specified,Cash,False,East,Canada,Customer 350,+1-552-652-3732,customer.350.94@demo.com,"356 Main St, Phoenix, USA",Product 15
905,2020-01-05 13:37:17.837837837,1020,555,2,404.162889241962,2218.473063099534,,Online,Critical,WH-1,Regular,Pending,Neutral,True,,PayPal,False,North,Mexico,Customer 905,+1-758-394-7097,customer.905.68@sample.com,"61 Second St, Phoenix, USA",Product 89
639,2020-01-09 16:00:00.000000000,1053,525,5,64.1116130714403,4325.685349448322,0.2,Direct,Medium,WH-3,2-Day,Pending,Unsatisfied,False,,Cash,False,North,Canada,Customer 639,+1-679-553-8148,customer.639.75@demo.com,"118 Fourth St, Los Angeles, USA",Product 52
396,2020-01-08 16:00:00.000000000,1086,554,5,296.0486624519147,2022.1432092768098,0.1,Reseller,Medium,WH-3,Regular,Backorder,Neutral,False,Wrong Item,PayPal,True,East,USA,Customer 396,+1-172-249-6064,customer.396.30@example.com,"46 Main St, Los Angeles, USA",Product 25
463,2020-01-01 10:22:42.162162162,1023,541,9,290.15553174043686,1917.8699625440022,0.2,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,PayPal,True,West,USA,Customer 463,+1-756-226-8082,customer.463.45@demo.com,"633 Third St, Los Angeles, USA",Product 78
617,2020-01-06 16:51:53.513513513,1019,513,3,414.1241863000337,9597.500639589585,0.05,Partner,Critical,WH-1,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,North,Canada,Customer 617,+1-702-454-2196,customer.617.90@sample.com,"766 Fourth St, Chicago, USA",Product 45
366,2020-01-06 03:27:34.054054054,1017,558,8,120.80141231233925,3430.448674150098,0.1,Partner,High,WH-1,Express,Backorder,Satisfied,True,Late,Wire Transfer,False,West,Canada,Customer 366,+1-497-919-1285,customer.366.52@demo.com,"943 Fourth St, Phoenix, USA",Product 13
948,2020-01-01 02:22:42.162162162,1025,552,1,217.43422063506677,5856.982750026322,0.2,Online,Medium,WH-2,2-Day,Pending,Neutral,False,,Cash,True,East,USA,Customer 948,+1-588-325-6776,customer.948.34@example.com,"183 Park Ave, Phoenix, USA",Product 92
41,2020-01-01 12:32:25.945945945,1001,527,2,256.5111358821198,3933.3359011382704,,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,North,Canada,Customer 41,+1-760-174-1740,customer.41.37@sample.com,"478 Third St, Los Angeles, USA",Product 62
49,2020-01-09 14:55:08.108108108,1034,524,9,413.0420492482564,9538.725843799373,,Online,Critical,WH-3,Overnight,Cancelled,Unsatisfied,True,Damaged,Cash,True,North,USA,Customer 49,+1-410-373-7360,customer.49.16@example.com,"186 Park Ave, New York, USA",Product 10
965,2020-01-03 20:06:29.189189189,1048,503,6,486.9574833907624,,0.05,Direct,Critical,WH-3,2-Day,Pending,Neutral,True,Wrong Item,Cash,False,North,Mexico,Customer 965,+1-368-725-6371,customer.965.71@example.com,"257 Fourth St, Los Angeles, USA",Product 34
220,2020-01-06 00:12:58.378378378,1006,518,2,13.842379478239241,7481.795550251495,,Online,Medium,WH-3,Overnight,Delivered,Satisfied,True,Damaged,PayPal,True,South,USA,Customer 220,+1-555-377-2621,customer.220.63@example.com,"810 Main St, Houston, USA",Product 5
